0,2,0.399501,0.256916,-5.97871e-06,0.414427,0.248623,-0.0134088,0.42707,0.224256,-0.0227541,0.4281,0.199085,-0.0306521,0.42212,0.182522,-0.03704,0.425922,0.182821,-0.0119442,0.430827,0.161777,-0.022712,0.426888,0.167338,-0.0321757,0.423603,0.178256,-0.0382048,0.41635,0.169839,-0.012375,0.42378,0.140608,-0.0155674,0.427969,0.122588,-0.0212886,0.431984,0.108377,-0.0287115,0.40449,0.166166,-0.0156847,0.409632,0.131499,-0.0216909,0.413123,0.106948,-0.0274678,0.417251,0.0848714,-0.0347664,0.390378,0.171719,-0.0195811,0.386061,0.143031,-0.0238815,0.382273,0.123962,-0.0263924,0.379824,0.104077,-0.0305683,0.619573,0.804692,1.74404e-05,0.631436,0.803721,-0.0304099,0.637247,0.809114,-0.0545381,0.640676,0.811901,-0.0734274,0.643789,0.811662,-0.0950981,0.622269,0.826216,-0.0681603,0.62254,0.836141,-0.0948625,0.619602,0.842097,-0.11107,0.616427,0.850582,-0.120665,0.609935,0.828418,-0.0625167,0.606259,0.844252,-0.0897806,0.602188,0.851484,-0.105006,0.597682,0.860728,-0.117257,0.599429,0.826793,-0.0561277,0.591215,0.845313,-0.0800148,0.587004,0.851639,-0.0947782,0.582682,0.85732,-0.105393,0.590826,0.822779,-0.0507174,0.579544,0.836857,-0.0641686,0.572835,0.841881,-0.0732313,0.566616,0.847246,-0.0811316
33366,2,0.39967,0.24951,-2.57203e-05,0.414671,0.239306,-0.0112024,0.426452,0.217561,-0.0185456,0.429541,0.195228,-0.0257753,0.424574,0.178232,-0.0319767,0.42525,0.17574,-0.00861127,0.432999,0.156695,-0.0199616,0.430951,0.159776,-0.031556,0.426941,0.170237,-0.0380711,0.416441,0.163315,-0.00878187,0.425351,0.136217,-0.0106318,0.430232,0.116664,-0.0152819,0.434799,0.0988633,-0.0217921,0.405317,0.159732,-0.0114456,0.410868,0.128266,-0.0160643,0.414627,0.105097,-0.0212767,0.419662,0.0839205,-0.0274629,0.391321,0.164378,-0.0148214,0.386803,0.137278,-0.0175348,0.383055,0.117996,-0.0191236,0.381286,0.0980052,-0.0225686,0.628251,0.793295,-8.56909e-06,0.63221,0.810367,-0.0205453,0.629971,0.827191,-0.0355191,0.624049,0.838092,-0.0461922,0.618719,0.841823,-0.0553335,0.613741,0.830998,-0.0422996,0.60715,0.846214,-0.0563715,0.602703,0.854964,-0.0634324,0.598466,0.863348,-0.0690412,0.605416,0.824602,-0.0374696,0.598255,0.841991,-0.0525643,0.59312,0.852216,-0.0598564,0.587339,0.86241,-0.0660963,0.599458,0.817322,-0.0325235,0.59147,0.835909,-0.0429345,0.586294,0.847388,-0.0480788,0.581474,0.857369,-0.0534931,0.595469,0.80747,-0.0291228,0.587134,0.823926,-0.0343465,0.580576,0.83329,-0.0372609,0.57451,0.841598,-0.0412896
66733,2,0.400191,0.242742,-3.16299e-05,0.415025,0.234011,-0.0165495,0.426117,0.21714,-0.0272652,0.429846,0.198908,-0.0374829,0.425001,0.18143,-0.0461773,0.425143,0.169125,-0.0136759,0.433447,0.146847,-0.0288685,0.431358,0.154678,-0.0426514,0.426932,0.170101,-0.0490437,0.415518,0.157165,-0.0117765,0.423429,0.127687,-0.0146755,0.427919,0.104804,-0.0206484,0.4323,0.0829202,-0.0270953,0.403794,0.154947,-0.0131763,0.408829,0.123356,-0.0173569,0.412776,0.0989914,-0.0219644,0.417149,0.0768509,-0.0267854,0.390096,0.161396,-0.0158667,0.385471,0.134237,-0.0177524,0.381021,0.114943,-0.0191429,0.377949,0.0956276,-0.0216114,0.631845,0.7986,2.30687e-06,0.627955,0.816124,-0.0115102,0.619072,0.830701,-0.0220394,0.614062,0.838261,-0.0296333,0.608306,0.843908,-0.0356692,0.602713,0.82112,-0.033488,0.592303,0.831973,-0.0459156,0.584302,0.840347,-0.0549612,0.576847,0.84843,-0.0629852,0.602778,0.814865,-0.0347377,0.594538,0.830365,-0.0516005,0.589265,0.842388,-0.0637759,0.58498,0.853455,-0.0742038,0.606848,0.807781,-0.0347839,0.603603,0.825924,-0.0504432,0.602397,0.840852,-0.0610174,0.601258,0.853156,-0.0689102,0.613786,0.800964,-0.0351349,0.61816,0.814394,-0.0471445,0.623853,0.819411,-0.0516659,0.628182,0.824308,-0.0551999
100100,2,0.401609,0.236619,-7.53588e-06,0.415453,0.229167,-0.0183172,0.426296,0.213906,-0.0323183,0.430843,0.196319,-0.0455801,0.427666,0.181494,-0.0581055,0.425568,0.161384,-0.0213779,0.43191,0.139179,-0.0358567,0.435187,0.133294,-0.0492611,0.435919,0.135699,-0.0577269,0.415055,0.15008,-0.0207905,0.420612,0.116953,-0.0280924,0.425512,0.0917423,-0.0364829,0.429909,0.0681627,-0.0448133,0.403166,0.149979,-0.0229268,0.405064,0.114574,-0.0313716,0.407423,0.0879559,-0.0376362,0.410478,0.0633821,-0.0439957,0.389401,0.160015,-0.0264852,0.381273,0.133272,-0.0321506,0.3753,0.113732,-0.0355333,0.370639,0.0931052,-0.0388472,0.632893,0.804255,7.1726e-06,0.626804,0.817612,-0.0100567,0.614983,0.828483,-0.0195769,0.60944,0.838085,-0.0280946,0.604106,0.846665,-0.0360246,0.601524,0.818093,-0.0310304,0.591369,0.829816,-0.0456086,0.584359,0.839355,-0.0554294,0.577877,0.849174,-0.0634283,0.603691,0.812479,-0.0348569,0.59347,0.827705,-0.0522693,0.58798,0.840732,-0.0651261,0.582536,0.853849,-0.0753106,0.610419,0.805735,-0.0368208,0.60516,0.821897,-0.0536933,0.605551,0.83737,-0.0652976,0.605319,0.850651,-0.0727406,0.619926,0.799742,-0.0396614,0.62146,0.812795,-0.0549702,0.626014,0.820418,-0.0621404,0.628823,0.826538,-0.0678312
133466,2,0.399562,0.229154,3.48319e-06,0.411932,0.227979,-0.0264587,0.421906,0.215074,-0.0426203,0.427186,0.198918,-0.0563519,0.432948,0.185445,-0.0704895,0.423497,0.1575,-0.0344048,0.432038,0.132111,-0.0487371,0.436456,0.115213,-0.0590494,0.439237,0.101349,-0.0669175,0.412495,0.144778,-0.0307288,0.418874,0.107514,-0.0412544,0.423363,0.0815322,-0.0514138,0.427232,0.0574912,-0.060596,0.400777,0.143585,-0.029964,0.40183,0.105488,-0.0406692,0.40307,0.0782968,-0.0500676,0.404739,0.0530403,-0.0588962,0.387474,0.153065,-0.0305516,0.379631,0.125465,-0.0406711,0.373397,0.106829,-0.0478806,0.367808,0.0885297,-0.0542507,0.634384,0.799544,-4.45026e-06,0.633353,0.819045,-0.013243,0.625207,0.831952,-0.0241445,0.620988,0.841275,-0.0324904,0.616294,0.84841,-0.0397497,0.604364,0.823728,-0.0305529,0.593897,0.835382,-0.043813,0.58655,0.844666,-0.0545274,0.579968,0.854067,-0.0631554,0.604483,0.811692,-0.0326462,0.593695,0.827001,-0.0476597,0.589272,0.840847,-0.060313,0.585103,0.853076,-0.0706384,0.610114,0.798716,-0.0336436,0.604289,0.813212,-0.0491428,0.605119,0.82974,-0.0605526,0.605925,0.842943,-0.0685127,0.619254,0.78671,-0.0357508,0.621703,0.800173,-0.0505427,0.627535,0.81076,-0.0563118,0.632195,0.818365,-0.0603116
166832,2,0.40055,0.223467,-7.55545e-07,0.413161,0.221191,-0.0249058,0.42169,0.207432,-0.041266,0.426728,0.193587,-0.0561739,0.433597,0.184624,-0.072259,0.424774,0.148217,-0.0344922,0.433092,0.118603,-0.0497291,0.436796,0.0982505,-0.0594884,0.439022,0.0793033,-0.0666825,0.412328,0.137728,-0.0323234,0.418167,0.0975537,-0.0438072,0.421371,0.0698881,-0.054937,0.424196,0.0448714,-0.06439,0.399789,0.138347,-0.0329998,0.400259,0.0999865,-0.0450672,0.400627,0.0729707,-0.056485,0.402069,0.0479676,-0.0665773,0.386309,0.149142,-0.0345601,0.37851,0.121608,-0.045565,0.372399,0.103193,-0.0532626,0.36774,0.0847561,-0.0603065,0.63419,0.802376,1.14372e-05,0.633196,0.801102,-0.0178896,0.627711,0.802548,-0.0316342,0.629198,0.810283,-0.042905,0.629539,0.818555,-0.0526594,0.605721,0.804811,-0.0354198,0.596243,0.816142,-0.0495762,0.589959,0.827238,-0.0596023,0.584051,0.8381,-0.068324,0.605307,0.811456,-0.0352864,0.592912,0.824031,-0.0521866,0.585795,0.836037,-0.0642431,0.578398,0.848122,-0.0749071,0.610084,0.816114,-0.0337822,0.602706,0.829674,-0.0512462,0.60111,0.844158,-0.062663,0.598817,0.857765,-0.0707765,0.618437,0.820147,-0.0334908,0.618937,0.831244,-0.0501396,0.6226,0.838545,-0.0583898,0.623786,0.845853,-0.0650539
200200,2,0.401349,0.222188,6.173e-07,0.41472,0.217383,-0.0234045,0.422832,0.203115,-0.0405375,0.427491,0.190563,-0.057269,0.433527,0.18388,-0.0757913,0.425628,0.142416,-0.033495,0.433406,0.109247,-0.048846,0.43651,0.086462,-0.0592148,0.438522,0.0645873,-0.0677375,0.412525,0.134526,-0.0324135,0.417711,0.0935419,-0.0447274,0.419978,0.0659194,-0.0559658,0.422211,0.0413315,-0.0653487,0.399587,0.136639,-0.0342517,0.399594,0.0980149,-0.0473779,0.399675,0.0706957,-0.0593553,0.401034,0.0453372,-0.070011,0.386225,0.148297,-0.0365667,0.378103,0.120083,-0.048276,0.371889,0.100937,-0.0562452,0.367559,0.0815394,-0.0636045,0.634093,0.796466,4.33826e-06,0.634329,0.810238,-0.0171299,0.628401,0.82084,-0.0289603,0.626816,0.831658,-0.0371934,0.623358,0.840105,-0.0420828,0.606642,0.815796,-0.0337086,0.597582,0.829284,-0.0474281,0.590537,0.840759,-0.05792,0.584059,0.851902,-0.0661091,0.605365,0.811846,-0.0330244,0.593926,0.827158,-0.0482523,0.58786,0.839971,-0.0595771,0.582104,0.851826,-0.0686545,0.609739,0.806933,-0.0314519,0.604265,0.823302,-0.0475654,0.602967,0.83819,-0.0577905,0.601196,0.850737,-0.0638795,0.617725,0.802768,-0.0309916,0.623075,0.814963,-0.0456202,0.62962,0.8203,-0.0509658,0.633653,0.82467,-0.0543046
233566,2,0.401572,0.220268,-6.91566e-06,0.414982,0.214772,-0.0227685,0.423213,0.200104,-0.0394965,0.427803,0.187535,-0.0562813,0.434151,0.181647,-0.0749331,0.425877,0.137597,-0.0315043,0.433679,0.103529,-0.0459173,0.436566,0.0800171,-0.0558604,0.438298,0.0573163,-0.0643236,0.412456,0.130316,-0.0304511,0.417341,0.0889785,-0.0416927,0.419224,0.0611738,-0.0524482,0.421025,0.0370574,-0.0612707,0.39921,0.132938,-0.0323097,0.398953,0.0946651,-0.0444474,0.398644,0.0672882,-0.0559022,0.399721,0.0424266,-0.0659691,0.385803,0.145236,-0.0346969,0.377752,0.117482,-0.0459204,0.37163,0.0986166,-0.0536376,0.367498,0.0796467,-0.0606671,0.636059,0.800162,-7.63925e-06,0.635024,0.818472,-0.0141205,0.628692,0.832244,-0.0243554,0.624741,0.840694,-0.0317287,0.619381,0.844655,-0.0361109,0.608004,0.826526,-0.0277784,0.600844,0.840988,-0.0398406,0.596017,0.852388,-0.0490641,0.591554,0.863328,-0.056045,0.60554,0.813637,-0.0287435,0.593204,0.82665,-0.0409992,0.585078,0.837627,-0.0518904,0.577672,0.847418,-0.0614555,0.608965,0.800424,-0.0290625,0.604614,0.81587,-0.0430624,0.602719,0.831261,-0.052173,0.600698,0.842877,-0.0586427,0.616159,0.789264,-0.0303508,0.622269,0.803418,-0.0427004,0.629275,0.81049,-0.0461305,0.63445,0.815146,-0.048247
266933,2,0.400986,0.22156,-4.11925e-06,0.415301,0.215784,-0.022348,0.424841,0.201255,-0.0394193,0.429601,0.187763,-0.0565783,0.434158,0.181131,-0.0754728,0.42673,0.137631,-0.0306394,0.434387,0.102823,-0.0447033,0.43738,0.0793056,-0.0538749,0.439703,0.0570584,-0.0616184,0.413034,0.129598,-0.0297536,0.417692,0.0887163,-0.0409763,0.419523,0.0610832,-0.0513967,0.421305,0.0377446,-0.059928,0.399568,0.132088,-0.0319737,0.399253,0.0935566,-0.0438666,0.399216,0.0662629,-0.0554379,0.40054,0.0421323,-0.0656419,0.385993,0.144606,-0.0344011,0.37733,0.116635,-0.0454443,0.371078,0.0977831,-0.0534969,0.36698,0.0790987,-0.0609424,0.635997,0.798836,6.41428e-06,0.634348,0.81773,-0.0125727,0.626626,0.829683,-0.0234677,0.622664,0.83854,-0.0325867,0.61791,0.846052,-0.03943,0.605475,0.820601,-0.0289106,0.595665,0.834428,-0.0424602,0.588494,0.845677,-0.0525486,0.581845,0.856482,-0.0609058,0.604802,0.810858,-0.0314761,0.593683,0.827326,-0.0471885,0.587689,0.840954,-0.0584826,0.582221,0.853477,-0.0679904,0.609785,0.800152,-0.0330424,0.604338,0.818095,-0.0493206,0.603255,0.835351,-0.0594025,0.602449,0.849134,-0.0661568,0.618508,0.791256,-0.0356105,0.621711,0.807063,-0.0498198,0.627511,0.815734,-0.0547266,0.631795,0.821694,-0.0581437
300300,2,0.400549,0.223579,-1.1118e-05,0.414473,0.216369,-0.0196367,0.424043,0.201687,-0.0345225,0.429597,0.18775,-0.0493921,0.436499,0.180769,-0.0662159,0.426777,0.139581,-0.0271769,0.435208,0.106105,-0.0403505,0.43877,0.083661,-0.0490414,0.441459,0.0623987,-0.0563711,0.413962,0.130682,-0.0269652,0.419327,0.0896353,-0.0376055,0.421349,0.0624302,-0.0474701,0.423101,0.0390882,-0.0556245,0.400859,0.132538,-0.0296163,0.400936,0.0941348,-0.0408034,0.400905,0.0669366,-0.0521289,0.402265,0.0427369,-0.061765,0.387305,0.144371,-0.0322873,0.378691,0.11683,-0.043129,0.372634,0.0979677,-0.0507277,0.368816,0.0791082,-0.0577503,0.636537,0.800546,-8.23878e-09,0.634816,0.821728,-0.0119014,0.625527,0.83487,-0.0217337,0.620087,0.842255,-0.0299768,0.614496,0.849012,-0.036841,0.606559,0.823849,-0.0269768,0.59653,0.837233,-0.0398791,0.589358,0.848558,-0.0497127,0.583116,0.859299,-0.0573371,0.605886,0.811091,-0.0296436,0.593293,0.825031,-0.0439415,0.585764,0.837613,-0.0558218,0.578932,0.848954,-0.066057,0.610839,0.797569,-0.0316383,0.603327,0.812597,-0.0463299,0.602253,0.830352,-0.0563449,0.601853,0.844276,-0.0639316,0.619234,0.78588,-0.034515,0.619809,0.800226,-0.0487455,0.625413,0.810745,-0.0541856,0.630352,0.817794,-0.0580094
