16282933,1,0.586328,0.369577,0.00345683,0.593239,0.374835,0.00457396,0.591768,0.377249,-0.000405564,0.589942,0.379655,0.00567356,0.595866,0.369199,-0.00255704,0.597215,0.367385,0.00437635,0.598242,0.365567,-0.0039219,0.587531,0.386559,0.00104975,0.602695,0.365897,-0.00245487,0.568174,0.374344,-0.00401405,0.573658,0.367612,-0.00394318,0.509613,0.416415,-0.562498,0.531135,0.338582,-0.490457,0.296474,0.40405,-0.843014,0.356783,0.30219,-0.730829,0.34745,0.389398,-1.00519,0.439697,0.31565,-0.868547,0.351046,0.383761,-1.06152,0.455401,0.317352,-0.947214,0.382641,0.383827,-1.04248,0.482796,0.321235,-0.934421,0.381243,0.383109,-1.03258,0.480146,0.322384,-0.924462,0.166795,0.384185,-0.103681,0.173274,0.323082,0.0503696,0.512021,0.422359,0.670403,0.609623,0.288441,0.769517,0.181676,0.336113,0.494968,0.210443,0.27066,0.958439,0.117239,0.32789,0.550801,0.150641,0.273742,0.931997,0.139616,0.292211,0.630716,0.120119,0.254754,0.874959
16316299,1,0.444257,0.338989,0.00478924,0.452607,0.337795,0.0121264,0.454442,0.335407,-0.00767902,0.456765,0.331932,0.00131494,0.447171,0.346218,0.00374789,0.444008,0.349491,0.000680964,0.440769,0.352718,0.0006546,0.442562,0.3287,-0.000525387,0.420384,0.355834,0.00144769,0.44383,0.334162,-0.00121945,0.436248,0.343657,-0.0076382,0.426632,0.31474,-0.451192,0.296884,0.380656,-0.51822,0.29865,0.306034,-0.562526,0.181885,0.404991,-0.436766,0.289852,0.331484,-0.633537,0.238191,0.396379,-0.517723,0.299174,0.335118,-0.614011,0.254214,0.393636,-0.473028,0.312891,0.343313,-0.607694,0.28215,0.386535,-0.457316,0.301319,0.34447,-0.597108,0.273699,0.381742,-0.457198,0.197703,0.32148,-0.0321133,0.152385,0.344208,-0.0118541,0.551086,0.328145,0.701012,0.449291,0.343541,0.444139,0.313359,0.318345,0.946613,0.29458,0.351727,0.973357,0.259031,0.321314,0.884726,0.257045,0.349865,0.89507,0.32231,0.297217,0.905271,0.317464,0.336447,0.984598
16349667,1,0.431345,0.335663,-0.0001694,0.419901,0.334937,0.0114578,0.41483,0.33451,-0.00697315,0.4097,0.333343,0.00238694,0.425549,0.337646,0.00400515,0.423561,0.338672,0.00497807,0.421686,0.339842,-0.00696317,0.384703,0.331749,0.00209307,0.398892,0.338566,-0.00314839,0.413477,0.333536,-0.00191785,0.422162,0.33475,-0.00451891,0.31318,0.341639,-1.00577,0.275026,0.322564,-1.00977,0.280552,0.322389,-1.45818,0.23168,0.336369,-1.52731,0.33895,0.335144,-1.57539,0.244428,0.330363,-1.31967,0.371133,0.343915,-1.50357,0.261256,0.326972,-1.3524,0.388398,0.343224,-1.46337,0.275129,0.322001,-1.32416,0.367266,0.341699,-1.44347,0.272593,0.322693,-1.31679,0.221207,0.336053,-0.113137,0.217427,0.318888,0.0744961,0.613645,0.382249,0.671056,0.56161,0.265786,0.698257,0.345694,0.334778,0.416895,0.372068,0.303779,0.767061,0.281238,0.334495,0.319998,0.338727,0.308745,0.642192,0.373583,0.316259,0.46941,0.385463,0.299194,0.853246
16383032,1,0.506632,0.339945,0.00285545,0.492076,0.335577,0.0101908,0.488733,0.331811,-0.0107545,0.485276,0.327551,-0.00501486,0.489748,0.34656,0.00499899,0.484124,0.349934,0.00132618,0.478931,0.353454,-0.00182519,0.452462,0.321814,0.000175013,0.439027,0.356204,0.000326971,0.487121,0.333508,-0.00308573,0.487031,0.34305,-0.00622332,0.364618,0.290289,-0.561315,0.25689,0.38076,-0.575306,0.293008,0.265251,-0.610883,0.174592,0.423017,-0.422898,0.355892,0.303471,-0.662195,0.280602,0.408504,-0.469003,0.394597,0.308777,-0.62989,0.331998,0.40735,-0.382999,0.403614,0.313386,-0.611207,0.349431,0.395833,-0.370829,0.378059,0.312969,-0.606143,0.327704,0.39054,-0.377152,0.249587,0.304705,-0.0861228,0.210453,0.358414,0.0437981,0.559576,0.316645,0.737469,0.476463,0.353163,0.652368,0.373794,0.32763,1.1007,0.367469,0.35228,0.989539,0.302205,0.33326,0.953994,0.322401,0.349973,0.857126,0.428596,0.324398,1.02659,0.430101,0.330552,1.05309
16416399,1,0.31695,0.345895,-0.00366532,0.306461,0.347824,0.00670454,0.306658,0.348746,-0.00661982,0.306684,0.349781,-0.00363158,0.307694,0.344804,0.00538486,0.308085,0.343518,0.00448267,0.308625,0.342322,-0.00259344,0.322863,0.352018,-0.000729694,0.325697,0.337168,-0.00387012,0.328944,0.346638,0.00440268,0.330947,0.34164,-0.00275237,0.387177,0.362302,-0.627152,0.363504,0.321123,-0.661479,0.415209,0.344233,-0.845635,0.352641,0.310639,-0.873967,0.498962,0.342393,-0.828655,0.421537,0.327704,-0.782931,0.526967,0.347399,-0.886913,0.456053,0.330653,-0.804372,0.529873,0.343959,-0.848849,0.450699,0.335531,-0.772762,0.518216,0.342005,-0.839601,0.442806,0.335717,-0.773657,0.266322,0.350134,-0.127321,0.276847,0.32315,0.0433179,0.517664,0.400421,0.413015,0.550165,0.271717,0.444352,0.294264,0.354896,0.119832,0.304863,0.313449,0.191413,0.267959,0.35185,0.0693115,0.283917,0.323338,0.148204,0.249227,0.339779,0.226949,0.250584,0.311738,0.317748
17017000,1,0.143235,0.753492,-0.00139528,0.144761,0.763223,0.0185124,0.132717,0.763668,-0.0100321,0.120863,0.76413,-0.0109443,0.174529,0.759539,-0.000655213,0.182565,0.756969,-0.0103973,0.190223,0.75435,-0.00841163,0.0929241,0.745312,0.0149219,0.189505,0.731652,0.00422566,0.104959,0.730732,0.0101222,0.144542,0.725121,-0.00887832,-0.0121441,0.648223,-0.293365,0.173001,0.635573,0.0163868,0.226477,0.611774,-0.379436,0.529452,0.613839,0.172035,0.582367,0.636998,-0.619303,0.73387,0.646802,-0.066767,0.679033,0.642405,-0.684189,0.795386,0.658007,-0.152931,0.68104,0.657577,-0.656775,0.781212,0.666202,-0.172976,0.650859,0.651141,-0.657028,0.753998,0.660469,-0.152154,-0.0589466,0.372724,-0.141309,0.0835085,0.380188,0.182185,0.214602,0.360906,0.105156,0.516833,0.398854,0.633784,0.45172,0.286251,0.284106,0.407769,0.30817,0.567808,0.44448,0.273625,0.372171,0.346104,0.291317,0.642214,0.610154,0.282265,0.563683,0.491227,0.302005,0.805037
17050367,1,0.237877,0.737495,0.000653099,0.223419,0.75437,0.0149143,0.214928,0.755271,-0.0114538,0.206605,0.756164,-0.00810648,0.224892,0.753076,0.00442106,0.218362,0.752582,-0.0112993,0.211542,0.752015,-0.00119378,0.135665,0.74731,0.014813,0.144531,0.741916,-0.000302806,0.187832,0.719044,0.00724702,0.195376,0.716144,-0.0114426,0.0494774,0.655056,-0.400111,-0.03452,0.662093,0.205851,0.306847,0.578344,-0.642425,0.0415897,0.619469,0.490129,0.585294,0.64264,-0.828944,0.150472,0.675436,0.331172,0.664291,0.664207,-0.892642,0.161259,0.693918,0.261399,0.620481,0.6782,-0.854188,0.178486,0.699909,0.237608,0.595858,0.668164,-0.878615,0.171229,0.691937,0.271026,-0.0411647,0.388667,-0.26979,-0.0370672,0.410539,0.362411,0.42583,0.412677,-0.197764,0.464237,0.459106,0.868584,0.401667,0.322354,0.113621,0.348134,0.335778,1.0063,0.33881,0.313276,0.186919,0.276606,0.319635,1.05357,0.545871,0.289231,0.357937,0.450739,0.300073,1.15107
17083733,1,0.200666,0.741306,0.000313153,0.167137,0.757801,0.0107173,0.156406,0.758356,-0.0159885,0.145982,0.758904,-0.0071036,0.172563,0.756662,0.00645349,0.16746,0.755905,-0.00933653,0.162244,0.7551,-0.00314836,0.0691291,0.745,0.0084028,0.0932991,0.740887,-0.00277184,0.15323,0.719622,0.000623026,0.167629,0.717023,-0.0036213,-0.0346924,0.632021,-0.440613,-0.0198097,0.642869,0.12228,-0.041933,0.487993,-0.574988,-0.100637,0.5266,0.378381,0.156007,0.434822,-0.637498,-0.0829146,0.51061,0.241521,0.202758,0.416295,-0.632674,-0.0844777,0.509153,0.236387,0.225551,0.432444,-0.60989,-0.0373587,0.514776,0.218343,0.205876,0.438307,-0.631497,-0.0381235,0.51382,0.233877,-0.053958,0.379826,-0.291643,-0.0112181,0.396749,0.337029,0.198521,0.328678,0.0549046,0.221612,0.351393,0.97493,0.163304,0.264478,0.21798,0.146721,0.280064,1.3432,0.105688,0.259758,0.264046,0.088693,0.272177,1.3781,0.274064,0.231321,0.409171,0.223432,0.245574,1.41694
17117100,1,0.0309254,0.746703,0.00312823,0.0153253,0.755264,0.0163311,0.0154082,0.754017,-0.00923428,0.0157157,0.752824,-0.0105245,0.00690914,0.75549,-0.00155799,0.000760101,0.754246,-0.0162477,-0.00595182,0.752948,-0.00461324,-0.003153,0.731987,0.0181217,-0.0322162,0.732199,0.000684941,0.035322,0.722939,-0.000954335,0.0318119,0.722313,-0.00592737,0.102631,0.627359,-0.464004,-0.0612978,0.6262,0.0875416,0.558262,0.56438,-0.66259,0.2307,0.566173,0.465252,0.942845,0.591917,-0.791609,0.486943,0.584978,0.353569,1.03984,0.603438,-0.858348,0.529399,0.596904,0.300834,1.01135,0.613543,-0.796851,0.58015,0.60493,0.229915,0.975455,0.606189,-0.815359,0.573544,0.599644,0.274557,0.0465268,0.357466,-0.2488,-0.00774281,0.372295,0.329122,0.505583,0.352786,-0.000628814,0.404907,0.380493,1.04159,0.534016,0.251198,0.167807,0.45094,0.282284,1.06024,0.492839,0.236202,0.268126,0.412524,0.265185,1.14444,0.638345,0.243666,0.511253,0.570714,0.272492,1.30681
17150467,1,0.0926294,0.752947,0.0053692,0.0279612,0.766317,0.0170948,0.00622963,0.765647,-0.011204,-0.0153949,0.764975,-0.00941199,0.0657962,0.766024,0.000796209,0.0734586,0.765065,-0.0160086,0.0803995,0.764063,0.00104862,-0.0863783,0.744588,0.0168698,0.0335254,0.744262,-0.00143003,0.0486746,0.72751,-0.00321087,0.10497,0.72693,-0.00823926,-0.0235186,0.628994,-0.411519,-0.0143941,0.631382,0.410173,0.424672,0.553611,-0.64046,0.307227,0.570041,0.774426,0.857542,0.5724,-0.758936,0.633433,0.580984,0.620265,0.952714,0.581656,-0.798681,0.700444,0.59262,0.547307,0.931876,0.598959,-0.746688,0.736935,0.599466,0.497974,0.901205,0.591633,-0.789681,0.7138,0.59369,0.546573,-0.00644103,0.35345,-0.303266,0.0282949,0.377276,0.427749,0.781873,0.379783,-0.547746,0.666671,0.407064,1.04355,0.448174,0.252836,0.00875755,0.417517,0.271843,1.34662,0.32739,0.24338,0.10015,0.311081,0.25902,1.38373,0.543978,0.206114,0.376175,0.516,0.215577,1.41
